match_id,url,datetime,team1_id,team2_id,team1,team2,t1_odds,t2_odds,t1_prob,t2_prob,t1_n_prob,t2_n_prob,t1_score,t2_score,winner_id,event_id,event_name
2366093,mibr-vs-mouz-esl-pro-league-season-18,2023/09/09 16:00,9215,4494,mibr,mouz,3.01,1.37,0.332225914,0.729927007,0.312785388,0.687214612,0,2,4494,6863,esl-pro-league-season-18
2366092,rooster-vs-evil-geniuses-esl-pro-league-season-18,2023/09/09 12:30,9881,10399,rooster,evil-geniuses,4.22,1.21,0.236966825,0.826446281,0.222836096,0.777163904,0,2,10399,6863,esl-pro-league-season-18
2366091,heroic-vs-mouz-esl-pro-league-season-18,2023/09/08 20:00,7175,4494,heroic,mouz,1.42,2.72,0.704225352,0.367647059,0.657004831,0.342995169,0,2,4494,6863,esl-pro-league-season-18
2366090,monte-vs-mibr-esl-pro-league-season-18,2023/09/08 16:00,11811,9215,monte,mibr,1.8,1.95,0.555555556,0.512820513,0.52,0.48,1,2,9215,6863,esl-pro-league-season-18
2366087,ence-vs-mibr-esl-pro-league-season-18,2023/09/07 20:10,4869,9215,ence,mibr,1.13,5.42,0.884955752,0.184501845,0.827480916,0.172519084,2,1,4869,6863,esl-pro-league-season-18
2366089,evil-geniuses-vs-mouz-esl-pro-league-season-18,2023/09/07 19:30,10399,4494,evil-geniuses,mouz,1.13,5.38,0.884955752,0.185873606,0.826420891,0.173579109,0,2,4494,6863,esl-pro-league-season-18
2366088,heroic-vs-big-esl-pro-league-season-18,2023/09/07 16:15,7175,7532,heroic,big,1.21,4.21,0.826446281,0.237529691,0.776752768,0.223247232,0,2,7532,6863,esl-pro-league-season-18
2366086,rooster-vs-monte-esl-pro-league-season-18,2023/09/07 12:30,9881,11811,rooster,monte,11.18,1.03,0.089445438,0.970873786,0.084357084,0.915642916,1,2,11811,6863,esl-pro-league-season-18
2366084,evil-geniuses-vs-ence-esl-pro-league-season-18,2023/09/06 20:10,10399,4869,evil-geniuses,ence,8.48,1.06,0.117924528,0.943396226,0.111111111,0.888888889,0,2,4869,6863,esl-pro-league-season-18
2366085,mouz-vs-mibr-esl-pro-league-season-18,2023/09/06 19:30,4494,9215,mouz,mibr,1.2,4.26,0.833333333,0.234741784,0.78021978,0.21978022,1,2,9215,6863,esl-pro-league-season-18
2366082,big-vs-monte-esl-pro-league-season-18,2023/09/06 16:00,7532,11811,big,monte,1.8,1.94,0.555555556,0.515463918,0.518716578,0.481283422,2,1,7532,6863,esl-pro-league-season-18
2366083,heroic-vs-rooster-esl-pro-league-season-18,2023/09/06 16:00,7175,9881,heroic,rooster,1.01,17.64,0.99009901,0.056689342,0.945844504,0.054155496,2,0,7175,6863,esl-pro-league-season-18
2366081,gamerlegion-vs-furia-esl-pro-league-season-18,2023/09/03 19:30,9928,8297,gamerlegion,furia,2.38,1.55,0.420168067,0.64516129,0.394402036,0.605597964,0,2,8297,6863,esl-pro-league-season-18
2366080,movistar-riders-vs-vitality-esl-pro-league-season-18,2023/09/03 16:00,7718,9565,movistar-riders,vitality,7.26,1.08,0.137741047,0.925925926,0.129496403,0.870503597,0,2,9565,6863,esl-pro-league-season-18
2366079,grayhound-vs-furia-esl-pro-league-season-18,2023/09/03 12:30,8008,8297,grayhound,furia,5.52,1.13,0.18115942,0.884955752,0.169924812,0.830075188,0,2,8297,6863,esl-pro-league-season-18
2366078,gamerlegion-vs-ninjas-in-pyjamas-esl-pro-league-season-18,2023/09/02 19:30,9928,4411,gamerlegion,ninjas-in-pyjamas,2.4,1.54,0.416666667,0.649350649,0.390862944,0.609137056,2,1,9928,6863,esl-pro-league-season-18
2366077,astralis-vs-furia-esl-pro-league-season-18,2023/09/02 16:30,6665,8297,astralis,furia,1.43,2.68,0.699300699,0.373134328,0.652068127,0.347931873,2,0,6665,6863,esl-pro-league-season-18
2366076,grayhound-vs-orks-esl-pro-league-season-18,2023/09/02 12:30,8008,12371,grayhound,orks,1.44,2.69,0.694444444,0.371747212,0.651331719,0.348668281,2,1,8008,6863,esl-pro-league-season-18
2366075,ninjas-in-pyjamas-vs-furia-esl-pro-league-season-18,2023/09/01 19:30,4411,8297,ninjas-in-pyjamas,furia,1.79,1.96,0.558659218,0.510204082,0.522666667,0.477333333,0,2,8297,6863,esl-pro-league-season-18
2366074,gamerlegion-vs-astralis-esl-pro-league-season-18,2023/09/01 16:00,9928,6665,gamerlegion,astralis,3.24,1.32,0.308641975,0.757575758,0.289473684,0.710526316,0,2,6665,6863,esl-pro-league-season-18
2366071,orks-vs-astralis-esl-pro-league-season-18,2023/08/31 19:45,12371,6665,orks,astralis,10.09,1.04,0.099108028,0.961538462,0.09344115,0.90655885,0,2,6665,6863,esl-pro-league-season-18
2366073,vitality-vs-ninjas-in-pyjamas-esl-pro-league-season-18,2023/08/31 19:30,9565,4411,vitality,ninjas-in-pyjamas,1.2,4.29,0.833333333,0.233100233,0.781420765,0.218579235,2,0,9565,6863,esl-pro-league-season-18
2366072,movistar-riders-vs-gamerlegion-esl-pro-league-season-18,2023/08/31 16:00,7718,9928,movistar-riders,gamerlegion,2.25,1.61,0.444444444,0.621118012,0.417098446,0.582901554,2,0,7718,6863,esl-pro-league-season-18
2366070,furia-vs-grayhound-esl-pro-league-season-18,2023/08/31 12:30,8297,8008,furia,grayhound,1.22,4.05,0.819672131,0.24691358,0.768500949,0.231499051,2,0,8297,6863,esl-pro-league-season-18
2366068,astralis-vs-ninjas-in-pyjamas-esl-pro-league-season-18,2023/08/30 19:45,6665,4411,astralis,ninjas-in-pyjamas,1.38,2.92,0.724637681,0.342465753,0.679069768,0.320930232,0,2,4411,6863,esl-pro-league-season-18
2366069,vitality-vs-orks-esl-pro-league-season-18,2023/08/30 19:30,9565,12371,vitality,orks,1.04,10.41,0.961538462,0.096061479,0.909170306,0.090829694,2,0,9565,6863,esl-pro-league-season-18
2366066,furia-vs-movistar-riders-esl-pro-league-season-18,2023/08/30 16:00,8297,7718,furia,movistar-riders,1.34,3.1,0.746268657,0.322580645,0.698198198,0.301801802,0,2,7718,6863,esl-pro-league-season-18
2366067,grayhound-vs-gamerlegion-esl-pro-league-season-18,2023/08/30 16:00,8008,9928,grayhound,gamerlegion,3.17,1.33,0.315457413,0.751879699,0.295555555,0.704444445,0,2,9928,6863,esl-pro-league-season-18
